views,video_age,title,url,upload_date(estimate)
410000,4 years ago,The Dark & Disturbing Case of Jeff Kirkwood: Revisted,https://www.youtube.com/watch?v=e_-mGQhKAqE,2019-11-26
54000000,4 years ago,The Burning Man They DON'T Want YOU To See! (RARE FOOTAGE),https://www.youtube.com/watch?v=LtG8AioUipY,2019-11-26
451000,4 years ago,AREA 51 RAID: Someone ACTUALLY Stormed Area 51! Documenting The September 20th Storm In Nevada!,https://www.youtube.com/watch?v=vLCkyg4QZkY,2019-11-26
573000,4 years ago,AREA 51 RAID BEGINS: People Are ACTUALLY Showing Up At Area 51! DOCUMENTING THE SEPTEMBER 20TH STORM,https://www.youtube.com/watch?v=F_vKaES4yFQ,2019-11-26
229000,4 years ago,Area 51 Raid Sparks LEGAL ACTION! YouTubers FREED After Storming Area 51! September 20th Event NEWS!,https://www.youtube.com/watch?v=VUfhWljMRdU,2019-11-26
343000,4 years ago,YouTubers ARRESTED For Storming Area 51 & MAJOR Storm Area 51 Update: Alienstock Event ESCALATES!,https://www.youtube.com/watch?v=LTIEunVTbQs,2019-11-26
191000,4 years ago,WARNING: Storm Area 51 Is A SCAM!,https://www.youtube.com/watch?v=pd3tqbgUtFE,2019-11-26
354000,4 years ago,(SHE WANTED US GONE) Paranormal Investigation at the Haunted Washoe Club,https://www.youtube.com/watch?v=jwtm_6HZvCM,2019-11-26
514000,4 years ago,You Won't BELIEVE What We Found in the Middle of Nowhere | Exploring America's Creepiest Small Town,https://www.youtube.com/watch?v=nsprsIpg4yE,2019-11-26
264000,4 years ago,Dangerous Situation  At The Crystal Pit,https://www.youtube.com/watch?v=9g-tWMbGYCQ,2019-11-26
587000,4 years ago,UNEXPECTED Experience At The World's Darkest Town ** CREEPY **,https://www.youtube.com/watch?v=6RENoU_RQUI,2019-11-26
12000000,4 years ago,Finding A SURVIVAL Cabin In The Woods FULL OF STUFF | Adventure Road Trip To Off Grid Shelter,https://www.youtube.com/watch?v=owU1HQ0k19w,2019-11-26
191000,4 years ago,STORM AREA 51: Insane Encounters Caught On Camera (REACTING TO TOP 5 COMPILATION),https://www.youtube.com/watch?v=76GPhLTdeW0,2019-11-26
147000,4 years ago,EWU EXPOSED! How much does Explore With Us ACTUALLY make!?,https://www.youtube.com/watch?v=bs_twoCKaWQ,2019-11-26
258000,4 years ago,Area 51 EXPOSED: The DISTURBING Truth About the Top Secret Base | TRUE STORIES From Area 51 Workers,https://www.youtube.com/watch?v=5Xswdf58m_o,2019-11-26
49000000,4 years ago,STORM AREA 51: The First Raid Already Happened,https://www.youtube.com/watch?v=DSI8PiQD704,2019-11-26
16000000,4 years ago,STORM AREA 51: What They Aren't Telling You,https://www.youtube.com/watch?v=XgHBAWZPFC8,2019-11-26
393000,4 years ago,"100,000 People Are Going To STORM AREA 51 (INSANE)",https://www.youtube.com/watch?v=89fVCVZYLYs,2019-11-26
367000,4 years ago,EXTREME Hide & Seek Challenge At AREA 51,https://www.youtube.com/watch?v=AOvT-eo8KaM,2019-11-26
996000,4 years ago,ABANDONED Trucks Left Rusting For 50 YEARS! Could You RESTORE These? INCREDIBLE Car Junkyard!,https://www.youtube.com/watch?v=qYgQO2elXy4,2019-11-26
25000000,4 years ago,CREEPY ENCOUNTER While Searching For A Missing Person In The Woods: MISSING 411 National Park Case,https://www.youtube.com/watch?v=Bo7SQ082AFM,2019-11-26
170000,4 years ago,Surviving 24 Hours Straight In The Desert,https://www.youtube.com/watch?v=mdc4gb5n_FQ,2019-11-26
592000,4 years ago,Delivering An URGENT Message To AREA 51,https://www.youtube.com/watch?v=QkCBcZPb98o,2019-11-26
35000000,4 years ago,Spending 24 Hours At Area 51 (INSANE ENCOUNTER),https://www.youtube.com/watch?v=zGa-rgoNHOE,2019-11-26
16000000,4 years ago,Finding Something UNBELIEVABLE While Searching For A Missing Person,https://www.youtube.com/watch?v=zeAqRYXGAhU,2019-11-26
721000,4 years ago,The FREAKISHLY ODD UNSOLVED Disappearance of Nan Dixon: A True Story & Missing Persons Case,https://www.youtube.com/watch?v=qnoIu1eCBtE,2019-11-26
544000,4 years ago,We FOUND A Missing YouTuber: The Disturbing Disappearance of Paranormalana,https://www.youtube.com/watch?v=W_HJxgraOTY,2019-11-26
14000000,4 years ago,This YouTuber Searched For A Mysterious Cave & VANISHED,https://www.youtube.com/watch?v=BhMIxy7Aunw,2019-11-26
1000000,4 years ago,The SINISTER Truth Behind Why The Area 51 YouTubers VANISHED,https://www.youtube.com/watch?v=gWmSwxY-wkA,2019-11-26
25000000,4 years ago,SOLVED: The DISTURBING Case Of The Death Valley Germans | Missing 411 National Park Disappearance,https://www.youtube.com/watch?v=YJ2c9Mskf2s,2019-11-26
13000000,4 years ago,This YouTuber Disappeared Under DISTURBING Circumstances: The UNSOLVED Cold Case of a Missing Person,https://www.youtube.com/watch?v=h46kmBLd5co,2019-11-26
615000,4 years ago,We Never Expected THIS Reply From The Missing Area 51 YouTubers,https://www.youtube.com/watch?v=YvRbUUYdVgI,2019-11-26
308000,4 years ago,SCARY Paranormal Investigation At CREEPY Haunted Ghost Town (HUNTING FOR GHOSTS AT 3AM IN NEVADA),https://www.youtube.com/watch?v=UOAFI_TNsww,2019-11-26
414000,4 years ago,We Were WARNED This Ghost Town Is DANGEROUS: Exploring an Abandoned Town in the Arizona Mountains,https://www.youtube.com/watch?v=FYFN7jMKzNg,2019-11-26
358000,4 years ago,We Found NEVER BEFORE SEEN Footage Of Area 51,https://www.youtube.com/watch?v=AFu8WXDj93U,2019-11-26
780000,4 years ago,This Is The REAL Reason We Quit Livestreaming,https://www.youtube.com/watch?v=wFJkkttNNFo,2019-11-26
160000,4 years ago,Opening A $30 Demon In A Box From eBay (DYBBUK BOX),https://www.youtube.com/watch?v=MNBb3vhr2bY,2019-11-26
23000000,4 years ago,What Happens If You ACCIDENTALLY Enter Area 51?,https://www.youtube.com/watch?v=05IPC-GoYGc,2019-11-26
280000,4 years ago,"This Place Is SO Haunted, The NEWS Investigated And Left PANICKED: Paranormal Investigation",https://www.youtube.com/watch?v=4tO_Gkg5R4c,2019-11-26
291000,4 years ago,We Found A 150-Year-Old TIME CAPSULE Ghost Town Deep In The Desert,https://www.youtube.com/watch?v=AM_Ye5AQwf0,2019-11-26
14000000,4 years ago,These YouTubers Disappeared After Being Held At Area 51,https://www.youtube.com/watch?v=UGDM0m0wBko,2019-11-26
315000,4 years ago,We Found A SECRET HIDEOUT And What We Found Inside Was SHOCKING...,https://www.youtube.com/watch?v=KPbRmaOFkrc,2019-11-26
515000,4 years ago,UNSOLVED: The DISTURBING Case Of Nicolas Sonderegger | True Story of a Missing Person Cold Case,https://www.youtube.com/watch?v=0PXQ2OOWk4c,2019-11-26
385000,5 years ago,We Found A SECRET Underground Survival Tunnel System,https://www.youtube.com/watch?v=uZzNohuoMEM,2018-11-26
655000,5 years ago,We Found The SECRET Polygamy CULT TUNNELS...,https://www.youtube.com/watch?v=7AENdojzr9E,2018-11-26
442000,5 years ago,"We Explored ""New AREA 51"" & This Is What We Found...",https://www.youtube.com/watch?v=qY-kvGY3bGY,2018-11-26
130000,5 years ago,We Went Ghost Hunting In A HAUNTED Ghost Town...,https://www.youtube.com/watch?v=QCl3PEJCQ1c,2018-11-26
166000,5 years ago,"They VANISHED, But What Was Discovered In A Mineshaft Changed EVERYTHING...",https://www.youtube.com/watch?v=BB2eSy-AJqY,2018-11-26
679000,5 years ago,We Investigated SKINWALKER RANCH And This Is What We Found...,https://www.youtube.com/watch?v=YMkZVTegpaA,2018-11-26
1000000,5 years ago,We Explored A Polygamy CULT TOWN & This Was Our Experience...,https://www.youtube.com/watch?v=_Us6Qxou1jo,2018-11-26
16000000,5 years ago,"The Odor Was BAD, But What We Found Inside Was EVEN WORSE...",https://www.youtube.com/watch?v=K6cBvFybvrs,2018-11-26
652000,5 years ago,We Explored A Ghost Town In The Middle Of Nowhere & Found This...,https://www.youtube.com/watch?v=Gb4hzZoikis,2018-11-26
251000,5 years ago,I Didn't Expect To Find THIS While Exploring A MILITARY BASE...,https://www.youtube.com/watch?v=Hz9-7n7Lq2s,2018-11-26
921000,5 years ago,WARNING *DISTURBING* Wait Until You See What We Found In An Abandonded Compound...,https://www.youtube.com/watch?v=dqg8ofEKUG4,2018-11-26
947000,5 years ago,We Were Warned This Abandoned Border Compound Was Creepy...,https://www.youtube.com/watch?v=2J0uC6k6yMs,2018-11-26
940000,5 years ago,"We Found A Secret Fallout Shelter In An Abandoned Ghost Town, Wait Until You See What We Found!",https://www.youtube.com/watch?v=RQ7jO1CaikU,2018-11-26
824000,5 years ago,This YouTuber Disappeared Without A Trace While Searching For Something Bizarre...,https://www.youtube.com/watch?v=lg83h2PC_es,2018-11-26
548000,5 years ago,AREA 51 ABANDONED CAMO DUDE'S HOUSE?!,https://www.youtube.com/watch?v=AcAB3SJeC4Y,2018-11-26
28000000,5 years ago,We Found A Secret Door To A Secret Room And What We Found Inside Was Chilling...,https://www.youtube.com/watch?v=Bw5IO6NlK8A,2018-11-26
981000,5 years ago,You Won't BELIEVE What We Found Abandoned In The Middle Of Nowhere...,https://www.youtube.com/watch?v=wa33fpnruTM,2018-11-26
21000000,5 years ago,We Ran Into The Area 51 Camo Dudes And THIS Is How They Reacted!,https://www.youtube.com/watch?v=GkwdYFThz8o,2018-11-26
19000000,5 years ago,We Explored The CRAZIEST Abandoned Cliff House In The Middle Of Nowhere,https://www.youtube.com/watch?v=zS7Y9HeRfv0,2018-11-26
1000000,5 years ago,THEY EVEN ABANDONED THEIR CARS... Exploring Abandoned Houses & Cars Left in the Middle of Nowhere!,https://www.youtube.com/watch?v=kXXUQvOfoa4,2018-11-26
235000,5 years ago,"We Found A Haunted Abandoned ""MANSION"" In The Middle Of Nowhere...",https://www.youtube.com/watch?v=YtHG-z5tKck,2018-11-26
21000000,5 years ago,SECRET ABANDONED GHOST TOWN IN THE MIDDLE OF THE MOJAVE DESERT...,https://www.youtube.com/watch?v=dRl-Zl9qmAk,2018-11-26
191000,5 years ago,WE DIDN'T EXPECT ANYTHING WOULD BE INSIDE ... BUT WE WERE WRONG!!,https://www.youtube.com/watch?v=jVEmGinvqKk,2018-11-26
793000,5 years ago,THIS WAS A CRIME SCENE... **TRUE STORY IN THE MOJAVE ABANDONED CABINS**,https://www.youtube.com/watch?v=rXzrmPh_OFM,2018-11-26
128000,5 years ago,WE THOUGHT THIS WAS A POTATO ... IS IT?  **ABANDONED IN THE MIDDLE OF NOWHERE**,https://www.youtube.com/watch?v=4RaXIGChUJ0,2018-11-26
508000,5 years ago,"I HATE VANDALS, BUT THIS IS INSANE! Abandoned in the middle of nowhere...",https://www.youtube.com/watch?v=UpZiXA2Hu6c,2018-11-26
14000000,5 years ago,FOUND HUMAN REMAINS WHILE EXPLORING IN THE MIDDLE OF NOWHERE...,https://www.youtube.com/watch?v=UFl9YvXcdco,2018-11-26
30000,5 years ago,DON'T BUY THIS CAMERA FOR EXPLORING!,https://www.youtube.com/watch?v=OcPD7OtMK3M,2018-11-26
209000,5 years ago,WE GOT INSIDE!!,https://www.youtube.com/watch?v=cF1-RPTyKVI,2018-11-26
802000,5 years ago,WE DIDN'T EXPECT THIS...,https://www.youtube.com/watch?v=S1O2SCgWPpE,2018-11-26
18000000,5 years ago,IS THIS REALLY ABANDONED?,https://www.youtube.com/watch?v=eMV8VTkM0S0,2018-11-26
200000,5 years ago,SNEAKING INTO ABANDONED WATERPARK ON HOVERBOARDS!,https://www.youtube.com/watch?v=fKOZi4YpZAM,2018-11-26
570000,5 years ago,WHAT HAPPENED TO TYLER STICE? Mysteriously disappeared into the woods without a trace...,https://www.youtube.com/watch?v=q7ROkvQyDCM,2018-11-26
312000,5 years ago,"WAIT UNTIL YOU SEE WHAT WE FOUND IN THIS ""SHALLOW GRAVE"" April Pitzer search part 3",https://www.youtube.com/watch?v=rdNImXpzjvY,2018-11-26
235000,5 years ago,A SHALLOW GRAVE?? The April Pitzer search continues: Part 2 of our missing persons real life mystery,https://www.youtube.com/watch?v=B7Xf9CW9iWY,2018-11-26
948000,5 years ago,"They Discovered Who She REALLY Was, And Then She VANISHED On Her Way Home...",https://www.youtube.com/watch?v=BiHPGRkkBqg,2018-11-26
124000,6 years ago,ABANDONED TRAILER IN THE MIDDLE OF NOWHERE!!! Exploring the remote deserts of Nevada.,https://www.youtube.com/watch?v=SJQXttUm26Y,2017-11-26
452000,6 years ago,NEVER REVEALED BEFORE! AREA 51 WORKERS EXPOSED EXITING THE INFAMOUS WHITE BUS! UN-BLURRED HOVERBOARD,https://www.youtube.com/watch?v=ITeFCCjEI6w,2017-11-26
273000,6 years ago,Can 500 Glow Sticks Light Up A Mine Shaft?,https://www.youtube.com/watch?v=eZZeLCzvhIM,2017-11-26
142000,6 years ago,WHAT'S IN THE JAR?? TREASURE REVEAL!!,https://www.youtube.com/watch?v=7P5xlO0IH4Y,2017-11-26
473000,6 years ago,We Didn't Expect To Find THIS Abandoned In The Middle Of Nowhere...,https://www.youtube.com/watch?v=cTYPnXXcYp4,2017-11-26
491000,6 years ago,We Found HIDDEN TREASURE Inside A Secret Trapdoor...,https://www.youtube.com/watch?v=rQXIDtXmJZY,2017-11-26
448000,6 years ago,HE WAS WATCHING US!! Exploring Ghost Towns In Nevada,https://www.youtube.com/watch?v=wjoPznSLFa0,2017-11-26
226000,6 years ago,IS SOMEONE HIDING HERE?? 😱😱 Exploring Disturbing Abandoned Trailer Follow Up Video,https://www.youtube.com/watch?v=Mxi-UoSGFCM,2017-11-26
808000,6 years ago,WHY WOULD THEY LEAVE THIS HERE?? Exploring Abandoned Ghost Towns Near AREA 51,https://www.youtube.com/watch?v=cW8WI2UXoO0,2017-11-26
611000,6 years ago,We Couldn't Believe What We Found Inside...,https://www.youtube.com/watch?v=UQ7y43rUjyo,2017-11-26
12000000,6 years ago,AREA 51 MASSIVE CREEPY TUNNEL!! PART 2,https://www.youtube.com/watch?v=XrmyBwMlx1Y,2017-11-26
35000000,6 years ago,AREA 51 MASSIVE CREEPY TUNNEL!!,https://www.youtube.com/watch?v=ehW8MGXjPYw,2017-11-26
145000,6 years ago,WHAT'S HIDING IN THE WALL?? Abandoned Ghost Towns And Cabins,https://www.youtube.com/watch?v=V8y__o-VuWs,2017-11-26
27000000,6 years ago,We Weren't Expecting THIS At AREA 51... We HAD TO FOLLOW!,https://www.youtube.com/watch?v=GDXve6jAGX8,2017-11-26
181000,6 years ago,AREA 51 MASSIVE CREEPY ABANDONED TUNNEL,https://www.youtube.com/watch?v=xyl__6aWW2s,2017-11-26
343000,6 years ago,"AREA 51 STRANGE SILVER POD, CREEPY TUNNELS, CAMO DUDES (CAMO GOONS) PART 3,",https://www.youtube.com/watch?v=dWdYVECLIAs,2017-11-26
785000,6 years ago,AREA 51 CREEPY SECRET TUNNEL (HAUNTED?)!! PART 2,https://www.youtube.com/watch?v=mLcCD5hw_l4,2017-11-26
427000,6 years ago,AREA 51: We Explored A Mysterious ABANDONED COMPOUND...,https://www.youtube.com/watch?v=4X9YAJZY_sA,2017-11-26
142000,6 years ago,I FOUND IT!! Exploring Abandoned Building and Ghost Town.,https://www.youtube.com/watch?v=YEY50-LJWZY,2017-11-26
63000,6 years ago,BE AWARE OF TICKS!! ☑️,https://www.youtube.com/watch?v=B8fhlYt6VwA,2017-11-26
433000,6 years ago,"This Cabin Was ABANDONED & UNTOUCHED For SO LONG, We Had To BUILD A ROAD!",https://www.youtube.com/watch?v=OHyPPEzNrD0,2017-11-26
11000000,6 years ago,JEFF KIRKWOOD STORY PART 2: WHAT HAPPENED TO JEFF (JOURNAL REVEALED)!!,https://www.youtube.com/watch?v=JUgTNUSHpAo,2017-11-26
11000000,6 years ago,IT FINALLY HAPPENED!!!,https://www.youtube.com/watch?v=5gR9qGBRsIE,2017-11-26
237000,6 years ago,IT'S CRAZY DANGEROUS!!,https://www.youtube.com/watch?v=QEjO3kah2qY,2017-11-26
22000000,6 years ago,CRAZIEST ABANDONED HOUSE EVER!!,https://www.youtube.com/watch?v=OSRNIDh9hpc,2017-11-26
80000,6 years ago,HOW DID THESE GET HERE??,https://www.youtube.com/watch?v=d_XtGJ6Ngs0,2017-11-26
205000,6 years ago,WHAT'S IN THE SAFE??,https://www.youtube.com/watch?v=KuatfL6QpWI,2017-11-26
14000000,6 years ago,A TRUE STORY: SOMETHING BAD HAPPENED HERE...,https://www.youtube.com/watch?v=JaNU8ldOtAM,2017-11-26
210000,6 years ago,I DON'T KNOW WHAT HAPPENED HERE...,https://www.youtube.com/watch?v=7hJ4dErpPw4,2017-11-26
129000,6 years ago,"THE PRESIDENT WANTED TO BUY THIS FOR $1,000,000 (HOOVER) IN 1936",https://www.youtube.com/watch?v=wPrTLTDj-b4,2017-11-26
506000,6 years ago,WHY ARE THESE IN THE CREEK BED?,https://www.youtube.com/watch?v=xAgDvb6RmS4,2017-11-26
964000,6 years ago,I Can't Believe What We Found Hidden Behind This Fence ABANDONED In The MIDDLE OF NOWHERE,https://www.youtube.com/watch?v=7cmW5HiSBdg,2017-11-26
35000,6 years ago,EXPLORING ABANDONED TUNNEL,https://www.youtube.com/watch?v=LoxMCwg9rXg,2017-11-26
159000,6 years ago,We Got Lost & Found THIS Abandoned In The Middle Of Nowhere...,https://www.youtube.com/watch?v=b3OFunc9dYs,2017-11-26
207000,6 years ago,Why Is This ABANDONED Town In The Middle Of Nowhere?,https://www.youtube.com/watch?v=0kDLzAuJVHQ,2017-11-26
207000,6 years ago,LET'S SEE WHAT'S INSIDE!!,https://www.youtube.com/watch?v=BOnjZjrvZS0,2017-11-26
18000000,6 years ago,We Found Something UNEXPECTED Inside This Abandoned Mine...,https://www.youtube.com/watch?v=sr72hc5INYQ,2017-11-26
14000000,6 years ago,ABANDONED Building There Is Something Super Cute Hiding And Watching Us Explore...,https://www.youtube.com/watch?v=Xpym7Q2awrs,2017-11-26
24000000,6 years ago,CRAZY ENCOUNTER AT AREA 51!!,https://www.youtube.com/watch?v=n64M6jiWL94,2017-11-26
58000000,6 years ago,WARNING *DISTURBING* Wait Until YOU See What I Found In an Abandoned Building In Middle Of Nowhere,https://www.youtube.com/watch?v=eitcSnJ5Zt4,2017-11-26
102000,6 years ago,*WARNING: Disturbing* ABANDONED DEAD Cow Ranch With Slaughterhouse?,https://www.youtube.com/watch?v=prPvVmdgmE4,2017-11-26
145000,6 years ago,ABANDONED Haunted Horton Mine Buildings Captured CREEPY NOISES Nevada Gold And Silver Mines,https://www.youtube.com/watch?v=x9sehqj6TLg,2017-11-26
973000,6 years ago,ABANDONED Haunted Horton Mine Tunnel CREEPY Sounds Captured Inside,https://www.youtube.com/watch?v=ifqLT36pQpM,2017-11-26
59000,6 years ago,EXPLORING ABANDONED Drive-In Movie Theater,https://www.youtube.com/watch?v=ScAOw1BJ7ew,2017-11-26
14000000,7 years ago,ABANDONED CREEPY CABIN IN THE WOODS Full Of Stuff,https://www.youtube.com/watch?v=PFxvi-LzEbc,2016-11-26
325000,7 years ago,A REAL GHOST TOWN!!,https://www.youtube.com/watch?v=OaYzDoMhQ_M,2016-11-26
67000,7 years ago,ABANDONED Cabin In The Middle Of Nowhere,https://www.youtube.com/watch?v=lbD0f7Fq_nk,2016-11-26
54000000,7 years ago,Abandoned Ghost Town In Perfect Condition & Clock STILL TICKING!,https://www.youtube.com/watch?v=rL-KUjjw7uQ,2016-11-26
64000,7 years ago,Finding Something STRANGE in a Tree in the Middle Of Nowhere...,https://www.youtube.com/watch?v=Co__m2nYXFQ,2016-11-26
822000,7 years ago,Why Is This BURIED Out Here? ABANDONED And BURIED In The Middle Of Nowhere Nevada,https://www.youtube.com/watch?v=Nbe3eizLSTA,2016-11-26
194000,7 years ago,ABANDONED CREEPY Mine Tunnel In The Middle Of Nowhere,https://www.youtube.com/watch?v=0__sFsIuIr4,2016-11-26
80000,7 years ago,ABANDONED Ghost Town And Mine Tunnels,https://www.youtube.com/watch?v=3SQKigMNAEU,2016-11-26
14000000,7 years ago,I Can't Believe ALL OF THIS Was Left ABANDONED In The MIDDLE OF NOWHERE...,https://www.youtube.com/watch?v=RZy54Yg8Phs,2016-11-26
297000,7 years ago,WHAT'S INSIDE? ABANDONED Hills Have Eyes Cabin in the Middle of the Desert,https://www.youtube.com/watch?v=YsvTJArl1Sw,2016-11-26
59000,7 years ago,ABANDONED Cabin On Top Of A Mountain | Found EXPLOSIVES TRUCK & Secret Mine Tunnel,https://www.youtube.com/watch?v=wiycyBInjXo,2016-11-26
56000,7 years ago,Exploring ABANDONED Vehicles In The Middle Of Nowhere | What Do You Think Happened?,https://www.youtube.com/watch?v=RxmkmVBdQis,2016-11-26
10000000,7 years ago,WARNING *DISTURBING* Wait Until You See What I Found In This Remote ABANDONED Trailer,https://www.youtube.com/watch?v=Ae0xT6DLdPU,2016-11-26
20000,7 years ago,A Look Inside An ABANDONED Home In The Middle Of Nowhere,https://www.youtube.com/watch?v=1rojQMYl6F4,2016-11-26
13000000,7 years ago,We Found A SURVIVAL Cabin FULL OF STUFF In The Middle Of Nowhere...,https://www.youtube.com/watch?v=2DGIwQEsEqY,2016-11-26
703000,7 years ago,What The Heck Did I Find In This ABANDONED Nevada Gold & Silver Mine Tunnel? Is It A Bat Or A Bird?,https://www.youtube.com/watch?v=_Fr7JhN2MZI,2016-11-26
276000,7 years ago,Something Is Alive In This Abandoned Trailer!,https://www.youtube.com/watch?v=wbg4CMeFNH4,2016-11-26
476000,7 years ago,DID THE OWNER DIE HERE? Where Did He Go? Why Did He Leave His RV WAY OUT HERE The Middle Of Nowhere,https://www.youtube.com/watch?v=9Keuq1YZ3MQ,2016-11-26
127000,7 years ago,What Happened To The Residents? Why Did They Leave All Their Stuff Here?,https://www.youtube.com/watch?v=7mzczLoXe08,2016-11-26
602000,7 years ago,ABANDONED SHACK OF HELL Found CREEPY Stuff Inside,https://www.youtube.com/watch?v=zwZhhuTvBvg,2016-11-26
155000,7 years ago,WE GOT INSIDE! ABANDONED M247 SGT York Military Tank In The Middle Of Nowhere,https://www.youtube.com/watch?v=c05wKVlBrsc,2016-11-26
1000000,7 years ago,Why Is This ABANDONED FAKE MYSTERY MIDDLE EASTERN TOWN In The Middle Of Nowhere?,https://www.youtube.com/watch?v=hxdyAoyLpt0,2016-11-26
600000,7 years ago,WE GOT INSIDE! Abandoned Military M551 Light Armor Tank In The Middle Of Nowhere,https://www.youtube.com/watch?v=keS7REExVUc,2016-11-26
48000000,7 years ago,DEAD BODY SCARE While Exploring ABANDONED Military Vehicles Nevada,https://www.youtube.com/watch?v=QP18xjmODU4,2016-11-26
108000,7 years ago,ABANDONED Burned Out (MURDER?) Vehicle & Abandoned Tank Urban Exploration Adventure In Nevada,https://www.youtube.com/watch?v=TzNRJwj8h2s,2016-11-26
194000,7 years ago,Found Some Interesting Stuff In ABANDONED House In The Middle Of Nowhere | Found Abandoned Military,https://www.youtube.com/watch?v=Q9JptMCqado,2016-11-26
355000,7 years ago,STRANGEST FIND YET!,https://www.youtube.com/watch?v=6MmNqtwvY9I,2016-11-26
241000,7 years ago,ABANDONED 1800s Mystery Ghost Town & Mystery Grave Site Search Exploration & Urban Exploration,https://www.youtube.com/watch?v=Fo7JTHKVwEM,2016-11-26
50000,7 years ago,ABANDONED Ranch House In The Middle Of Nowhere Nevada,https://www.youtube.com/watch?v=V0VNlyuMJBM,2016-11-26
112000,7 years ago,Found Something SUPER CUTE When Searching For Missing Nan Dixon,https://www.youtube.com/watch?v=QQl9qoBTSro,2016-11-26
14000,7 years ago,ABANDONED TANK Left Rotting in the Desert Frozen in Time,https://www.youtube.com/watch?v=Uo-aebC6Pt4,2016-11-26
3000000,7 years ago,I Can't Believe What I Found Inside This Old ABANDONED CREEPY Trailer Like Fallout 4 (URBEX),https://www.youtube.com/watch?v=HuC9q1WhXmA,2016-11-26
115000,7 years ago,GHOST TOWN Helena California Abandoned 1850's Town,https://www.youtube.com/watch?v=kT3xJkbHES4,2016-11-26
20000,7 years ago,You Won't Believe How Deep This Mine Shaft Is!,https://www.youtube.com/watch?v=miHIBjKMOdc,2016-11-26
164000,7 years ago,ABANDONED Town: The Search For Missing Nan Dixon | PART 3,https://www.youtube.com/watch?v=usOqtwDYnHw,2016-11-26
191000,7 years ago,HAUNTED ABANDONED GHOST TOWN: Nan Dixon Vanished Without a Trace On Her Way to Tunnel Camp | PART 2,https://www.youtube.com/watch?v=QTPZxN9yCHY,2016-11-26
550000,7 years ago,ABANDONED Town: Site of Murders & Serial Killer Dumping Grounds? | PART 1,https://www.youtube.com/watch?v=cOSXg4mZij8,2016-11-26
59000,7 years ago,ABANDONED Ghost Town Laboratory Full Of Dangerous Chemicals Leaking,https://www.youtube.com/watch?v=spaA4HpYoiA,2016-11-26
36000,7 years ago,IT'S ABANDONED,https://www.youtube.com/watch?v=L41Od1ND41I,2016-11-26
98000,7 years ago,ABANDONED CATHOUSE Full The Girls Left It ALL Behind Panties,https://www.youtube.com/watch?v=TYGtyNS_S70,2016-11-26
733000,7 years ago,ABANDONED BROTHEL FULL OF STUFF | They Seriously Left Everything Behind,https://www.youtube.com/watch?v=bCSfnIsx3x4,2016-11-26
57000,7 years ago,ABANDONED NEVADA BROTHEL Full Of Stuff | The Girls Left Without Taking Anything With Them👠🍒,https://www.youtube.com/watch?v=zJnvDqCa6cQ,2016-11-26
45000,7 years ago,FOUND STRANGE Things In This Abandoned Brothel In Nevada Full Of Stuff | They Left Everything Behind,https://www.youtube.com/watch?v=I8Q3XVtBrQ4,2016-11-26
17000,7 years ago,Everything Was Left Behind In This CREEPY GHOST TOWN Cobweb Covered Control Room,https://www.youtube.com/watch?v=YSw46-5TCYE,2016-11-26
54000,7 years ago,Wait Until You See What We Found In This ABANDONED Cathouse Everything Left Behind,https://www.youtube.com/watch?v=tk8moQ1BW10,2016-11-26
116000,7 years ago,ABANDONED GHOST TOWN (Found Hidden Vault / Safe),https://www.youtube.com/watch?v=GH0X6nbZ_ew,2016-11-26
14000,8 years ago,ABANDONED House with Vintage Appliances | PART 6,https://www.youtube.com/watch?v=DKQwP3K9XRA,2015-11-27
17000,8 years ago,ABANDONED House | Cracking Open the Fridges | PART 5,https://www.youtube.com/watch?v=sC6kEnQ1UqA,2015-11-27
63000,8 years ago,ABANDONED Real Life The Walking Dead Ghost Town Full Of Stuff,https://www.youtube.com/watch?v=8lsiiKoC-IM,2015-11-27
150000,8 years ago,ABANDONED House FULL OF STUFF Like They Just Left Everything Behind | PART 3,https://www.youtube.com/watch?v=OJsRbngDV6I,2015-11-27
104000,8 years ago,Creepy Abandoned Cathouse With Bar And Full Of Stuff,https://www.youtube.com/watch?v=UbgnZugdmM8,2015-11-27
33000,8 years ago,ABANDONED Ghost Town You Won't Believe This Bathroom!,https://www.youtube.com/watch?v=gZvpqKcUq4s,2015-11-27
59000,8 years ago,ABANDONED Swimming Pool & Playground in the Middle of Nowhere | PART 1,https://www.youtube.com/watch?v=3Z8_9ed5INg,2015-11-27
624000,8 years ago,ABANDONED Time Capsule UNTOUCHED For 10 Years | 1800's GHOST TOWN,https://www.youtube.com/watch?v=gPP2UtGra8M,2015-11-27
20000,8 years ago,LIMBLESS DUMMY and Other Strange Finds in an ABANDONED BROTHEL,https://www.youtube.com/watch?v=qfoWidtcHi4,2015-11-27
61000,8 years ago,"ABANDONED Building In The Middle Of Nowhere Nevada, FOUND Mining Operation,",https://www.youtube.com/watch?v=y-LzJVesuAo,2015-11-27
60000,8 years ago,ABANDONED Ghost Town Near Area 51,https://www.youtube.com/watch?v=FT74jfQxIBE,2015-11-27
331000,8 years ago,ABANDONED CREEPY Ranch and Trailer | Smell of Death in the Air,https://www.youtube.com/watch?v=WArwqmkQICI,2015-11-27
